X,Y,OBJECTID,MAPLABELNA,LEGENDTYPE,PUBLICVIEW,LOCID,stfacid,progid,facName,opStatus,piStartDate,PWSSource,PWSType,SubName,SubProgID,countyName,FO,Latitude,Longitude,X_Coord,Y_Coord,Accuracy,colMthTxt,refPntTxt,VerifyTxt,collectBy,ColDate,locComment,Congress,StHouse,StSenate,HUC,Hyperlink
-93.1996672944974,40.9831416358029,133770,Russell Water Supply,4,0,20000123520,310338537,IA5939009   ,Russell Water Supply,Active,1975/06/01 00:00:00+00,Purchased Surface Water,Community,TREATMENT PLANT #1                      ,2573119,Lucas,5,40.98313,-93.19966,483204,4536904,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/07/22 00:00:00+00,,02,72,36,102802010208,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310338537
-96.239126145868,42.2590796787582,133771,Winnavegas Inn,4,0,20000130504,310355303,IA9780202   ,Winnavegas Inn,Inactive,1995/08/31 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2572586,Woodbury,3,42.25907,-96.23912,232821,4683623,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/12/23 00:00:00+00,,04,55,28,102300040306,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310355303
-96.239126145868,42.2590796787582,133771,Winnavegas Inn,4,0,20000130504,310355303,IA9780202   ,Winnavegas Inn,Inactive,1995/08/31 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2572586,Woodbury,3,42.25907,-96.23912,232821,4683623,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/12/23 00:00:00+00,,04,55,28,102300040306,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310355303
-91.7952241595358,42.067823863195,133781,Palo Community Center,4,0,20000127619,310340119,IA5765001   ,Palo Community Center,Inactive,1998/03/18 08:24:26+00,Ground Water,Transient Non-Community,TREATMENT PLANT FOR WELL #1             ,2584442,Linn,1,42.06782,-91.79522,599672,4658008,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/06/17 00:00:00+00,,01,35,18,070802051504,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310340119
-91.7952241595358,42.067823863195,133781,Palo Community Center,4,0,20000127619,310340119,IA5765001   ,Palo Community Center,Inactive,1998/03/18 08:24:26+00,Ground Water,Transient Non-Community,TREATMENT PLANT FOR WELL #1             ,2584442,Linn,1,42.06782,-91.79522,599672,4658008,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/06/17 00:00:00+00,,01,35,18,070802051504,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310340119
-91.2317309666247,42.8693571172703,133805,Garnavillo Water Supply,4,0,20000124603,310348544,IA2234074   ,Garnavillo Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT FOR WELL #6             ,2571980,Clayton,1,42.86935,-91.23172,644436,4747823,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/03/22 00:00:00+00,,01,24,12,0706000301,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310348544
-91.2317309666247,42.8693571172703,133805,Garnavillo Water Supply,4,0,20000124603,310348544,IA2234074   ,Garnavillo Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT FOR WELL #6             ,2571980,Clayton,1,42.86935,-91.23172,644436,4747823,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/03/22 00:00:00+00,,01,24,12,0706000301,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310348544
-93.5690016234362,42.0553097740379,133807,Risco Inc,4,0,20000132581,310368239,IA8503752   ,Risco Inc,Inactive,1977/06/01 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2572377,Story,5,42.0553,-93.56899,452918,4656073,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,04,10,05,070801050601,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310368239
-93.5690016234362,42.0553097740379,133807,Risco Inc,4,0,20000132581,310368239,IA8503752   ,Risco Inc,Inactive,1977/06/01 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2572377,Story,5,42.0553,-93.56899,452918,4656073,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,04,10,05,070801050601,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310368239
-90.4777114590303,41.8367947851055,133823,Winding Brook Mobile Home Park,4,0,20000129757,310379103,IA2300607   ,Winding Brook Mobile Home Park,Active,1977/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT #1                      ,2584466,Clinton,6,41.83679,-90.4777,709431,4634731,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2010/10/21 00:00:00+00,,02,83,42,070801030605,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310379103
-90.4777114590303,41.8367947851055,133823,Winding Brook Mobile Home Park,4,0,20000129757,310379103,IA2300607   ,Winding Brook Mobile Home Park,Active,1977/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT #1                      ,2584466,Clinton,6,41.83679,-90.4777,709431,4634731,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2010/10/21 00:00:00+00,,02,83,42,070801030605,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310379103
-95.8662811273839,41.4960521518993,133837,Dot-3 (loveland 060 Scenic View),4,0,20000127203,310367347,IA1509701   ,Dot-3 (loveland 060 Scenic View),Active,1977/06/01 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2571849,Pottawattamie,4,41.49604,-95.86627,260746,4597792,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2006/06/21 00:00:00+00,,04,56,28,1023000602,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310367347
-95.8662811273839,41.4960521518993,133837,Dot-3 (loveland 060 Scenic View),4,0,20000127203,310367347,IA1509701   ,Dot-3 (loveland 060 Scenic View),Active,1977/06/01 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2571849,Pottawattamie,4,41.49604,-95.86627,260746,4597792,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2006/06/21 00:00:00+00,,04,56,28,1023000602,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310367347
-92.4334430308229,42.4277751475583,133880,Waterloo Implement,4,0,20000131929,310388682,IA0737201   ,Waterloo Implement,Inactive,2002/08/05 08:29:54+00,Purchased Ground Water,Non-Transient Non-Community,TREATMENT PLANT                         ,2583700,Black Hawk,1,42.42777,-92.43344,546606,4697428,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/03/16 00:00:00+00,,01,20,10,070802050702,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310388682
-92.4334430308229,42.4277751475583,133880,Waterloo Implement,4,0,20000131929,310388682,IA0737201   ,Waterloo Implement,Inactive,2002/08/05 08:29:54+00,Purchased Ground Water,Non-Transient Non-Community,TREATMENT PLANT                         ,2583700,Black Hawk,1,42.42777,-92.43344,546606,4697428,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/03/16 00:00:00+00,,01,20,10,070802050702,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310388682
-93.5687841809766,42.0553198583996,133916,Ada Hayden Heritage Park,4,0,20000126472,310336511,IA8503401   ,Ada Hayden Heritage Park,Inactive,2003/09/09 13:21:27+00,Ground Water,Transient Non-Community,PLANT #1                                ,2584086,Story,5,42.05531,-93.56878,452936,4656074,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2004/03/10 00:00:00+00,,04,10,05,070801050601,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310336511
-93.5687841809766,42.0553198583996,133916,Ada Hayden Heritage Park,4,0,20000126472,310336511,IA8503401   ,Ada Hayden Heritage Park,Inactive,2003/09/09 13:21:27+00,Ground Water,Transient Non-Community,PLANT #1                                ,2584086,Story,5,42.05531,-93.56878,452936,4656074,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2004/03/10 00:00:00+00,,04,10,05,070801050601,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310336511
-90.7624524129399,42.5294539419377,133952,Asbury Municipal Water System,4,0,20000127896,310370488,IA3102001   ,Asbury Municipal Water System,Active,1998/05/18 11:55:29+00,Ground Water,Community,TREATMENT PLANT FOR WELL #11            ,2583943,Dubuque,1,42.52945,-90.76245,683769,4710989,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/04/22 00:00:00+00,,01,27,14,070600030604,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310370488
-90.7624524129399,42.5294539419377,133952,Asbury Municipal Water System,4,0,20000127896,310370488,IA3102001   ,Asbury Municipal Water System,Active,1998/05/18 11:55:29+00,Ground Water,Community,TREATMENT PLANT FOR WELL #11            ,2583943,Dubuque,1,42.52945,-90.76245,683769,4710989,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/04/22 00:00:00+00,,01,27,14,070600030604,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310370488
-91.348980600578,42.8903070795725,133983,Scenic Acres,4,0,20000325216,310344026,IA2200901   ,Scenic Acres,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #2                                ,2588939,Clayton,1,42.8903,-91.34898,634813,4749955,25,INTERPOLATION-MAP,PLANT ENTRANCE (GENERAL),,,2012/02/06 00:00:00+00,,  ,,,,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310344026
-91.348980600578,42.8903070795725,133983,Scenic Acres,4,0,20000325216,310344026,IA2200901   ,Scenic Acres,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #2                                ,2588939,Clayton,1,42.8903,-91.34898,634813,4749955,25,INTERPOLATION-MAP,PLANT ENTRANCE (GENERAL),,,2012/02/06 00:00:00+00,,  ,,,,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310344026
-92.2350896149624,42.4485435418586,133992,Cedar Valley Golf Center,4,0,20000328639,310343512,IA0790201   ,Cedar Valley Golf Center,Inactive,2003/07/08 07:40:00+00,Purchased Ground Water,Transient Non-Community,PLANT #1                                ,2589223,Black Hawk,1,42.44853,-92.23508,562902,4699862,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2012/05/22 00:00:00+00,,  ,,,,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310343512
-92.2350896149624,42.4485435418586,133992,Cedar Valley Golf Center,4,0,20000328639,310343512,IA0790201   ,Cedar Valley Golf Center,Inactive,2003/07/08 07:40:00+00,Purchased Ground Water,Transient Non-Community,PLANT #1                                ,2589223,Black Hawk,1,42.44853,-92.23508,562902,4699862,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2012/05/22 00:00:00+00,,  ,,,,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310343512
-90.3573307458654,41.8008637522519,134027,Low Moor Water Works,4,0,20000134749,310390308,IA2348002   ,Low Moor Water Works,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572041,Clinton,6,41.80086,-90.35732,719550,4631042,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/08/03 00:00:00+00,,02,83,42,070801010401,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310390308
-90.3573307458654,41.8008637522519,134027,Low Moor Water Works,4,0,20000134749,310390308,IA2348002   ,Low Moor Water Works,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572041,Clinton,6,41.80086,-90.35732,719550,4631042,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/08/03 00:00:00+00,,02,83,42,070801010401,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310390308
-92.6313779052349,41.1519605501359,134072,Eddyville Muni Water Dept,4,0,20000132649,310368864,IA9049001   ,Eddyville Muni Water Dept,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572430,Wapello,6,41.15195,-92.63137,530931,4555691,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2002/01/30 00:00:00+00,,02,90,45,071000090602,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310368864
-92.6313779052349,41.1519605501359,134072,Eddyville Muni Water Dept,4,0,20000132649,310368864,IA9049001   ,Eddyville Muni Water Dept,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572430,Wapello,6,41.15195,-92.63137,530931,4555691,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2002/01/30 00:00:00+00,,02,90,45,071000090602,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310368864
-91.5372864617679,41.7243345964904,134091,Coralville Lake-west Overlook,4,0,20000325253,310383252,IA5225411   ,Coralville Lake-west Overlook,Active,1981/05/01 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2588630,Johnson,6,41.72433,-91.53728,621662,4620203,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2012/02/09 00:00:00+00,,  ,,,,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310383252
-91.5372864617679,41.7243345964904,134091,Coralville Lake-west Overlook,4,0,20000325253,310383252,IA5225411   ,Coralville Lake-west Overlook,Active,1981/05/01 00:00:00+00,Ground Water,Transient Non-Community,PLANT #1                                ,2588630,Johnson,6,41.72433,-91.53728,621662,4620203,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2012/02/09 00:00:00+00,,  ,,,,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310383252
-94.6693606643765,42.7336586335927,134102,Pocahontas Water Department,4,0,20000125195,310354411,IA7633049   ,Pocahontas Water Department,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2573437,Pocahontas,3,42.73365,-94.66935,363346,4732589,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/06/17 00:00:00+00,,04,08,04,071000040201,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310354411
-94.6693606643765,42.7336586335927,134102,Pocahontas Water Department,4,0,20000125195,310354411,IA7633049   ,Pocahontas Water Department,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2573437,Pocahontas,3,42.73365,-94.66935,363346,4732589,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/06/17 00:00:00+00,,04,08,04,071000040201,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310354411
-91.1508692030043,41.755538440768,134168,Tipton Water Supply,4,0,20000134424,310387258,IA1689022   ,Tipton Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2571874,Cedar,6,41.75553,-91.15086,653729,4624286,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,79,40,070802060402,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310387258
-91.1508692030043,41.755538440768,134168,Tipton Water Supply,4,0,20000134424,310387258,IA1689022   ,Tipton Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2571874,Cedar,6,41.75553,-91.15086,653729,4624286,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,79,40,070802060402,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310387258
-93.8164979105824,43.3618975763888,134172,The Country Express,4,0,20000130214,310353914,IA9630205   ,The Country Express,Active,2003/05/16 08:37:50+00,Ground Water,Transient Non-Community,TREATMENT PLANT #1                      ,2583885,Winneshiek,1,43.36189,-93.81649,433841,4801327,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/12/09 00:00:00+00,,01,11,06,071000030402,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310353914
-93.8164979105824,43.3618975763888,134172,The Country Express,4,0,20000130214,310353914,IA9630205   ,The Country Express,Active,2003/05/16 08:37:50+00,Ground Water,Transient Non-Community,TREATMENT PLANT #1                      ,2583885,Winneshiek,1,43.36189,-93.81649,433841,4801327,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/12/09 00:00:00+00,,01,11,06,071000030402,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310353914
-91.9330235534386,43.1447421783685,134194,Fort Atkinson Water Works,4,0,20000134258,310385585,IA9641049   ,Fort Atkinson Water Works,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572526,Winneshiek,1,43.14473,-91.93302,586764,4777440,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/09/01 00:00:00+00,,01,15,08,070600040208,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310385585
-91.9330235534386,43.1447421783685,134194,Fort Atkinson Water Works,4,0,20000134258,310385585,IA9641049   ,Fort Atkinson Water Works,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572526,Winneshiek,1,43.14473,-91.93302,586764,4777440,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/09/01 00:00:00+00,,01,15,08,070600040208,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310385585
-91.4519912147099,41.6900901580242,134243,Kinderfarm Preschool,4,0,20000132753,310369936,IA5225572   ,Kinderfarm Preschool,Active,1976/11/01 00:00:00+00,Ground Water,Non-Transient Non-Community,PLANT #1                                ,2573282,Johnson,6,41.69008,-91.45198,628825,4616525,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,29,15,070802090601,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310369936
-91.4519912147099,41.6900901580242,134243,Kinderfarm Preschool,4,0,20000132753,310369936,IA5225572   ,Kinderfarm Preschool,Active,1976/11/01 00:00:00+00,Ground Water,Non-Transient Non-Community,PLANT #1                                ,2573282,Johnson,6,41.69008,-91.45198,628825,4616525,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,29,15,070802090601,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310369936
-90.3915921440826,41.6218237617532,134247,Le Claire Utilities Dept,4,0,20000244600,311162253,IA8245066   ,Le Claire Utilities Dept,Inactive,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1 @ WELL #2                      ,2572293,Scott,6,41.62181,-90.39159,717306,4611075,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,83,42,070801010403,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=311162253
-90.3915921440826,41.6218237617532,134247,Le Claire Utilities Dept,4,0,20000244600,311162253,IA8245066   ,Le Claire Utilities Dept,Inactive,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1 @ WELL #2                      ,2572293,Scott,6,41.62181,-90.39159,717306,4611075,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,02,83,42,070801010403,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=311162253
-92.1465201855181,43.3995722442073,134287,Country Winds Manor Inc-residential Care,4,0,20000124947,310351843,IA4500901   ,Country Winds Manor Inc-residential Care,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572924,Howard,1,43.39956,-92.14651,569114,4805541,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/08/06 00:00:00+00,,01,15,08,070600020303,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310351843
-92.1465201855181,43.3995722442073,134287,Country Winds Manor Inc-residential Care,4,0,20000124947,310351843,IA4500901   ,Country Winds Manor Inc-residential Care,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572924,Howard,1,43.39956,-92.14651,569114,4805541,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/08/06 00:00:00+00,,01,15,08,070600020303,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310351843
-92.306889192394,43.0578302014478,134297,New Hampton Water Supply,4,0,20000133574,310377965,IA1970051   ,New Hampton Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT FOR WELL #6             ,2571950,Chickasaw,1,43.05782,-92.30688,556442,4767469,20,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/06/08 00:00:00+00,,04,15,08,070801020203,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310377965
-92.306889192394,43.0578302014478,134297,New Hampton Water Supply,4,0,20000133574,310377965,IA1970051   ,New Hampton Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,TREATMENT PLANT FOR WELL #6             ,2571950,Chickasaw,1,43.05782,-92.30688,556442,4767469,20,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2004/06/08 00:00:00+00,,04,15,08,070801020203,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310377965
-92.4308878537268,41.0247526558729,134309,Wapello Rwa Water Treatment Plant,4,0,20000125833,311383358,IA9000742   ,Wapello Rwa Water Treatment Plant,Active,1975/06/01 00:00:00+00,Purchased Surface Water,Community,PLANT #1 - 2004                         ,2585059,Wapello,6,41.02474,-92.43088,547846,4541660,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2004/12/07 00:00:00+00,,02,93,47,071000090606,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=311383358
-92.4308878537268,41.0247526558729,134309,Wapello Rwa Water Treatment Plant,4,0,20000125833,311383358,IA9000742   ,Wapello Rwa Water Treatment Plant,Active,1975/06/01 00:00:00+00,Purchased Surface Water,Community,PLANT #1 - 2004                         ,2585059,Wapello,6,41.02474,-92.43088,547846,4541660,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2004/12/07 00:00:00+00,,02,93,47,071000090606,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=311383358
-91.541894377866,41.4084637486451,134313,Highland High School,4,0,20000125009,310352524,IA9260528   ,Highland High School,Active,1975/07/01 00:00:00+00,Ground Water,Non-Transient Non-Community,PLANT #1                                ,2572465,Washington,6,41.40846,-91.54189,621871,4585127,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2005/08/04 00:00:00+00,,02,89,45,070802090801,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310352524
-91.541894377866,41.4084637486451,134313,Highland High School,4,0,20000125009,310352524,IA9260528   ,Highland High School,Active,1975/07/01 00:00:00+00,Ground Water,Non-Transient Non-Community,PLANT #1                                ,2572465,Washington,6,41.40846,-91.54189,621871,4585127,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2005/08/04 00:00:00+00,,02,89,45,070802090801,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310352524
-96.0970725419714,42.2312469075697,134428,Hornick Water Supply,4,0,20000127830,310341216,IA9738057   ,Hornick Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572557,Woodbury,3,42.23124,-96.09706,244427,4680096,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/07/22 00:00:00+00,,04,55,28,102300040306,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310341216
-96.0970725419714,42.2312469075697,134428,Hornick Water Supply,4,0,20000127830,310341216,IA9738057   ,Hornick Water Supply,Active,1975/06/01 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572557,Woodbury,3,42.23124,-96.09706,244427,4680096,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL),,,2004/07/22 00:00:00+00,,04,55,28,102300040306,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310341216
-92.4347441299446,43.4646789408746,134491,Chester Water Supply,4,0,20000123829,310341314,IA4509024   ,Chester Water Supply,Active,1983/06/07 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572926,Howard,1,43.46467,-92.43474,545725,4812573,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,01,15,08,070600020201,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310341314
-92.4347441299446,43.4646789408746,134491,Chester Water Supply,4,0,20000123829,310341314,IA4509024   ,Chester Water Supply,Active,1983/06/07 00:00:00+00,Ground Water,Community,PLANT #1                                ,2572926,Howard,1,43.46467,-92.43474,545725,4812573,3300,ZIP CODE-CENTROID,PLANT ENTRANCE (GENERAL),,,2001/08/14 00:00:00+00,,01,15,08,070600020201,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310341314
-95.3799054173001,42.0017799532092,134523,"Tyson Fresh Meats, Inc (denison Plant)",4,0,20000257118,310336008,IA2424108   ,"Tyson Fresh Meats, Inc (denison Plant)",Inactive,1975/11/01 00:00:00+00,Ground Water,Non-Transient Non-Community,TREATMENT PLANT #1                      ,2572048,Crawford,4,42.00177,-95.3799,302902,4652713,15,GPS CODE (PSEUDO RANGE) STANDARD POSITION (SA OFF),PLANT ENTRANCE (GENERAL),,,2006/01/03 00:00:00+00,,04,55,28,102300070304,https://facilityexplorer.iowadnr.gov/FacilityExplorer/SiteDetail.aspx?facID=310336008
